Gene	Protein	Locus	GeneName
NC_001147.6	NP_014588.1	YOL053W	AIM39
NC_001147.6	NP_014589.1	YOL052C-A	DDR2
NC_001147.6	NP_014590.1	YOL052C	SPE2
NC_001147.6	NP_014591.1	YOL051W	GAL11
NC_001147.6	NP_014593.1	YOL049W	GSH2
NC_001147.6	NP_014594.2	YOL048C	RRT8
NC_001147.6	NP_014595.2	YOL047C	LDS2
NC_001147.6	NP_014597.1	YOL045W	PSK2
NC_001147.6	NP_014598.1	YOL044W	PEX15
NC_001147.6	NP_014599.1	YOL043C	NTG2
NC_001147.6	NP_014600.1	YOL042W	NGL1
NC_001147.6	NP_014601.1	YOL041C	NOP12
NC_001147.6	NP_014602.1	YOL040C	RPS15
NC_001147.6	NP_014603.1	YOL039W	RPP2A
NC_001147.6	NP_878164.1	YOL038C-A	NP_878164.1
NC_001147.6	NP_014604.1	YOL038W	PRE6
NC_001147.6	NP_014606.1	YOL036W	NP_014606.1
NC_001147.6	NP_014608.1	YOL034W	SMC5
NC_001147.6	NP_014609.1	YOL033W	MSE1
NC_001147.6	NP_014610.1	YOL032W	OPI10
NC_001147.6	NP_014611.1	YOL031C	SIL1
NC_001147.6	NP_014612.1	YOL030W	GAS5
NC_001147.6	NP_014613.1	YOL029C	NP_014613.1
NC_001147.6	NP_014614.1	YOL028C	YAP7
NC_001147.6	NP_014615.1	YOL027C	MDM38
NC_001147.6	NP_014616.1	YOL026C	MIM1
NC_001147.6	NP_014617.1	YOL025W	LAG2
NC_001147.6	NP_014618.1	YOL024W	NP_014618.1
NC_001147.6	NP_014619.1	YOL023W	IFM1
NC_001147.6	NP_014620.1	YOL022C	TSR4
NC_001147.6	NP_014621.1	YOL021C	DIS3
NC_001147.6	NP_014622.1	YOL020W	TAT2
NC_001147.6	NP_878165.1	YOL019W-A	NP_878165.1
NC_001147.6	NP_014623.1	YOL019W	NP_014623.1
NC_001147.6	NP_014624.1	YOL018C	TLG2
NC_001147.6	NP_014625.1	YOL017W	ESC8
NC_001147.6	NP_014626.1	YOL016C	CMK2
NC_001147.6	NP_014627.1	YOL015W	IRC10
NC_001147.6	NP_014628.1	YOL014W	NP_014628.1
NC_001147.6	NP_878166.1	YOL013W-A	NP_878166.1
NC_001147.6	NP_014630.1	YOL013C	HRD1
NC_001147.6	NP_014631.1	YOL012C	HTZ1
NC_001147.6	NP_014632.1	YOL011W	PLB3
NC_001147.6	NP_014633.1	YOL010W	RCL1
NC_001147.6	NP_014634.1	YOL009C	MDM12
NC_001147.6	NP_014635.1	YOL008W	COQ10
NC_001147.6	NP_014636.1	YOL007C	CSI2
NC_001147.6	NP_014637.1	YOL006C	TOP1
NC_001147.6	NP_014638.1	YOL005C	RPB11
NC_001147.6	NP_014639.1	YOL004W	SIN3
NC_001147.6	NP_014640.1	YOL003C	PFA4
NC_001147.6	NP_014641.2	YOL002C	IZH2
NC_001147.6	NP_014642.1	YOL001W	PHO80
NC_001147.6	NP_014643.1	YOR001W	RRP6
NC_001147.6	NP_014644.1	YOR002W	ALG6
NC_001147.6	NP_014645.1	YOR003W	YSP3
NC_001147.6	NP_014646.1	YOR004W	UTP23
NC_001147.6	NP_014647.1	YOR005C	DNL4
NC_001147.6	NP_014648.1	YOR006C	TSR3
NC_001147.6	NP_014649.1	YOR007C	SGT2
NC_001147.6	NP_014650.1	YOR008C	SLG1
NC_001147.6	NP_014651.1	YOR008C-A	NP_014651.1
NC_001147.6	NP_014652.1	YOR009W	TIR4
NC_001147.6	NP_014653.1	YOR010C	TIR2
NC_001147.6	NP_014654.1	YOR011W	AUS1
NC_001147.6	NP_878167.1	YOR011W-A	NP_878167.1
NC_001147.6	NP_014655.1	YOR012W	NP_014655.1
NC_001147.6	NP_014657.1	YOR014W	RTS1
NC_001147.6	NP_001335814.1	YOR015W	NP_001335814.1
NC_001147.6	NP_014659.1	YOR016C	ERP4
NC_001147.6	NP_014660.1	YOR017W	PET127
NC_001147.6	NP_014661.1	YOR018W	ROD1
NC_001147.6	NP_014662.1	YOR019W	NP_014662.1
NC_001147.6	NP_014663.1	YOR020C	HSP10
NC_001147.6	NP_878168.1	YOR020W-A	NP_878168.1
NC_001147.6	NP_014664.1	YOR021C	SFM1
NC_001147.6	NP_014665.1	YOR022C	DDL1
NC_001147.6	NP_014666.1	YOR023C	AHC1
NC_001147.6	NP_014668.1	YOR025W	HST3
NC_001147.6	NP_014669.1	YOR026W	BUB3
NC_001147.6	NP_014670.1	YOR027W	STI1
NC_001147.6	NP_014671.1	YOR028C	CIN5
NC_001147.6	NP_001335815.1	YOR029W	NP_001335815.1
NC_001147.6	NP_014673.1	YOR030W	DFG16
NC_001147.6	NP_014675.1	YOR032C	HMS1
NC_001147.6	NP_878169.1	YOR032W-A	NP_878169.1
NC_001147.6	NP_014676.1	YOR033C	EXO1
NC_001147.6	NP_014677.1	YOR034C	AKR2
NC_001147.6	NP_878170.1	YOR034C-A	NP_878170.1
NC_001147.6	NP_014678.1	YOR035C	SHE4
NC_001147.6	NP_014679.1	YOR036W	PEP12
NC_001147.6	NP_014680.2	YOR037W	CYC2
NC_001147.6	NP_014681.1	YOR038C	HIR2
NC_001147.6	NP_014682.1	YOR039W	CKB2
NC_001147.6	NP_014683.1	YOR040W	GLO4
NC_001147.6	NP_014685.1	YOR042W	CUE5
NC_001147.6	NP_014686.1	YOR043W	WHI2
NC_001147.6	NP_014687.1	YOR044W	IRC23
NC_001147.6	NP_014688.1	YOR045W	TOM6
NC_001147.6	NP_014689.1	YOR046C	DBP5
NC_001147.6	NP_014690.1	YOR047C	STD1
NC_001147.6	NP_014691.1	YOR048C	RAT1
NC_001147.6	NP_014692.1	YOR049C	RSB1
NC_001147.6	NP_014694.1	YOR051C	ETT1
NC_001147.6	NP_014695.1	YOR052C	TMC1
NC_001147.6	NP_014697.1	YOR054C	VHS3
NC_001147.6	NP_014699.1	YOR056C	NOB1
NC_001147.6	NP_014700.1	YOR057W	SGT1
NC_001147.6	NP_116582.1	YOR058C	ASE1
NC_001147.6	NP_014702.1	YOR059C	LPL1
NC_001147.6	NP_014703.1	YOR060C	SLD7
NC_001147.6	NP_014704.1	YOR061W	CKA2
NC_001147.6	NP_014705.1	YOR062C	NP_014705.1
NC_001147.6	NP_014706.1	YOR063W	RPL3
NC_001147.6	NP_014707.1	YOR064C	YNG1
NC_001147.6	NP_014708.1	YOR065W	CYT1
NC_001147.6	NP_014709.1	YOR066W	MSA1
NC_001147.6	NP_014710.1	YOR067C	ALG8
NC_001147.6	NP_014712.2	YOR069W	VPS5
NC_001147.6	NP_014711.1	YOR068C	VAM10
NC_001147.6	NP_014713.1	YOR070C	GYP1
NC_001147.6	NP_014714.1	YOR071C	NRT1
NC_001147.6	NP_001335816.1	YOR072W	NP_001335816.1
NC_001147.6	NP_878171.1	YOR072W-B	NP_878171.1
NC_001147.6	NP_014716.1	YOR073W	SGO1
NC_001147.6	NP_014717.2	YOR074C	CDC21
NC_001147.6	NP_014718.1	YOR075W	UFE1
NC_001147.6	NP_014719.1	YOR076C	SKI7
NC_001147.6	NP_014720.1	YOR077W	RTS2
NC_001147.6	NP_014721.1	YOR078W	BUD21
NC_001147.6	NP_014722.1	YOR079C	ATX2
NC_001147.6	NP_014723.2	YOR080W	DIA2
NC_001147.6	NP_014724.1	YOR081C	TGL5
NC_001147.6	NP_014726.1	YOR083W	WHI5
NC_001147.6	NP_014727.1	YOR084W	LPX1
NC_001147.6	NP_014728.1	YOR085W	OST3
NC_001147.6	NP_014729.1	YOR086C	TCB1
NC_001147.6	NP_014730.2	YOR087W	YVC1
NC_001147.6	NP_014732.1	YOR089C	VPS21
NC_001147.6	NP_014733.1	YOR090C	PTC5
NC_001147.6	NP_014734.2	YOR091W	TMA46
NC_001147.6	NP_014735.1	YOR092W	ECM3
NC_001147.6	NP_014736.1	YOR093C	CMR2
NC_001147.6	NP_014737.1	YOR094W	ARF3
NC_001147.6	NP_014738.1	YOR095C	RKI1
NC_001147.6	NP_014739.1	YOR096W	RPS7A
NC_001147.6	NP_014740.1	YOR097C	NP_014740.1
NC_001147.6	NP_014741.1	YOR098C	NUP1
NC_001147.6	NP_014742.1	YOR099W	KTR1
NC_001147.6	NP_014743.1	YOR100C	CRC1
NC_001147.6	NP_014744.1	YOR101W	RAS1
NC_001147.6	NP_014746.2	YOR103C	OST2
NC_001147.6	NP_014747.1	YOR104W	PIN2
NC_001147.6	NP_001257690.1	YOR105W	NP_001257690.1
NC_001147.6	NP_014749.1	YOR106W	VAM3
NC_001147.6	NP_014750.3	YOR107W	RGS2
NC_001147.6	NP_014751.1	YOR108W	LEU9
NC_001147.6	NP_014752.3	YOR109W	INP53
NC_001147.6	NP_014753.1	YOR110W	TFC7
NC_001147.6	NP_014754.3	YOR111W	NP_014754.3
NC_001147.6	NP_014755.1	YOR112W	CEX1
NC_001147.6	NP_014756.3	YOR113W	AZF1
NC_001147.6	NP_014757.1	YOR114W	NP_014757.1
NC_001147.6	NP_014758.3	YOR115C	TRS33
NC_001147.6	NP_014759.1	YOR116C	RPO31
NC_001147.6	NP_014760.3	YOR117W	RPT5
NC_001147.6	NP_014761.1	YOR118W	RTC5
NC_001147.6	NP_014762.3	YOR119C	RIO1
NC_001147.6	NP_014763.1	YOR120W	GCY1
NC_001147.6	NP_014765.3	YOR122C	PFY1
NC_001147.6	NP_014766.1	YOR123C	LEO1
NC_001147.6	NP_014767.3	YOR124C	UBP2
NC_001147.6	NP_014768.2	YOR125C	CAT5
NC_001147.6	NP_014769.3	YOR126C	IAH1
NC_001147.6	NP_014770.1	YOR127W	RGA1
NC_001147.6	NP_014771.3	YOR128C	ADE2
NC_001147.6	NP_014772.1	YOR129C	AFI1
NC_001147.6	NP_014773.4	YOR130C	ORT1
NC_001147.6	NP_014774.1	YOR131C	NP_014774.1
NC_001147.6	NP_014775.3	YOR132W	VPS17
NC_001147.6	NP_014776.1	YOR133W	EFT1
NC_001147.6	NP_014777.3	YOR134W	BAG7
NC_001147.6	NP_014779.1	YOR136W	IDH2
NC_001147.6	NP_014780.3	YOR137C	SIA1
NC_001147.6	NP_014781.1	YOR138C	RUP1
NC_001147.6	NP_014783.4	YOR140W	SFL1
NC_001147.6	NP_014784.1	YOR141C	ARP8
NC_001147.6	NP_014785.3	YOR142W	LSC1
NC_001147.6	NP_058183.1	YOR142W-B	NP_058183.1
NC_001147.6	NP_058184.3	YOR142W-A	NP_058184.3
NC_001147.6	NP_014786.1	YOR143C	THI80
NC_001147.6	NP_014787.3	YOR144C	ELG1
NC_001147.6	NP_014788.1	YOR145C	PNO1
NC_001147.6	NP_014790.4	YOR147W	MDM32
NC_001147.6	NP_014791.1	YOR148C	SPP2
NC_001147.6	NP_014792.4	YOR149C	SMP3
NC_001147.6	NP_014793.1	YOR150W	MRPL23
NC_001147.6	NP_014794.3	YOR151C	RPB2
NC_001147.6	NP_014795.1	YOR152C	ATG40
NC_001147.6	NP_014796.3	YOR153W	PDR5
NC_001147.6	NP_014797.1	YOR154W	SLP1
NC_001147.6	NP_014798.3	YOR155C	ISN1
NC_001147.6	NP_014799.1	YOR156C	NFI1
NC_001147.6	NP_014800.3	YOR157C	PUP1
NC_001147.6	NP_014801.1	YOR158W	PET123
NC_001147.6	NP_014802.3	YOR159C	SME1
NC_001147.6	NP_014803.1	YOR160W	MTR10
NC_001147.6	NP_014804.3	YOR161C	PNS1
NC_001147.6	NP_878172.1	YOR161C-C	NP_878172.1
NC_001147.6	NP_014805.3	YOR162C	YRR1
NC_001147.6	NP_014806.1	YOR163W	DDP1
NC_001147.6	NP_014807.3	YOR164C	GET4
NC_001147.6	NP_014808.1	YOR165W	SEY1
NC_001147.6	NP_014809.3	YOR166C	SWT1
NC_001147.6	NP_014810.1	YOR167C	RPS28A
NC_001147.6	NP_014811.3	YOR168W	GLN4
NC_001147.6	NP_014814.1	YOR171C	LCB4
NC_001147.6	NP_014815.3	YOR172W	YRM1
NC_001147.6	NP_014816.2	YOR173W	DCS2
NC_001147.6	NP_014817.3	YOR174W	MED4
NC_001147.6	NP_014818.1	YOR175C	ALE1
NC_001147.6	NP_014819.3	YOR176W	HEM15
NC_001147.6	NP_014820.1	YOR177C	MPC54
NC_001147.6	NP_014821.3	YOR178C	GAC1
NC_001147.6	NP_014822.1	YOR179C	SYC1
NC_001147.6	NP_014823.3	YOR180C	DCI1
NC_001147.6	NP_014824.1	YOR181W	LAS17
NC_001147.6	NP_014825.3	YOR182C	RPS30B
NC_001147.6	NP_014826.1	YOR183W	FYV12
NC_001147.6	NP_014827.3	YOR184W	SER1
NC_001147.6	NP_014828.1	YOR185C	GSP2
NC_001147.6	NP_014829.3	YOR186W	NP_014829.3
NC_001147.6	NP_014830.1	YOR187W	TUF1
NC_001147.6	NP_014831.3	YOR188W	MSB1
NC_001147.6	NP_014832.1	YOR189W	IES4
NC_001147.6	NP_014833.3	YOR190W	SPR1
NC_001147.6	NP_014834.1	YOR191W	ULS1
NC_001147.6	NP_014835.3	YOR192C	THI72
NC_001147.6	NP_878173.1	YOR192C-C	NP_878173.1
NC_001147.6	NP_058185.3	YOR192C-B	NP_058185.3
NC_001147.6	NP_058186.1	YOR192C-A	NP_058186.1
NC_001147.6	NP_014836.3	YOR193W	PEX27
NC_001147.6	NP_014837.1	YOR194C	TOA1
NC_001147.6	NP_014838.3	YOR195W	SLK19
NC_001147.6	NP_014839.1	YOR196C	LIP5
NC_001147.6	NP_014840.4	YOR197W	MCA1
NC_001147.6	NP_014841.1	YOR198C	BFR1
NC_001147.6	NP_014844.3	YOR201C	MRM1
NC_001147.6	NP_014845.1	YOR202W	HIS3
NC_001147.6	NP_014847.3	YOR204W	DED1
NC_001147.6	NP_014848.1	YOR205C	GEP3
NC_001147.6	NP_014849.3	YOR206W	NOC2
NC_001147.6	NP_014850.1	YOR207C	RET1
NC_001147.6	NP_014851.3	YOR208W	PTP2
NC_001147.6	NP_014852.1	YOR209C	NPT1
NC_001147.6	NP_014853.3	YOR210W	RPB10
NC_001147.6	NP_014854.2	YOR211C	MGM1
NC_001147.6	NP_014855.3	YOR212W	STE4
NC_001147.6	NP_014856.1	YOR213C	SAS5
NC_001147.6	NP_014857.3	YOR214C	SPR2
NC_001147.6	NP_014858.1	YOR215C	AIM41
NC_001147.6	NP_014859.3	YOR216C	RUD3
NC_001147.6	NP_014860.1	YOR217W	RFC1
NC_001147.6	NP_014862.3	YOR219C	STE13
NC_001147.6	NP_014863.1	YOR220W	RCN2
NC_001147.6	NP_014864.4	YOR221C	MCT1
NC_001147.6	NP_014865.1	YOR222W	ODC2
NC_001147.6	NP_014866.3	YOR223W	DSC3
NC_001147.6	NP_014867.1	YOR224C	RPB8
NC_001147.6	NP_014869.3	YOR226C	ISU2
NC_001147.6	NP_014870.1	YOR227W	HER1
NC_001147.6	NP_014871.3	YOR228C	MCP1
NC_001147.6	NP_014872.1	YOR229W	WTM2
NC_001147.6	NP_014873.3	YOR230W	WTM1
NC_001147.6	NP_014874.1	YOR231W	MKK1
NC_001147.6	NP_014875.3	YOR232W	MGE1
NC_001147.6	NP_014876.1	YOR233W	KIN4
NC_001147.6	NP_014877.3	YOR234C	RPL33B
NC_001147.6	NP_001335817.1	YOR235W	IRC13
NC_001147.6	NP_014879.1	YOR236W	DFR1
NC_001147.6	NP_014880.3	YOR237W	HES1
NC_001147.6	NP_014881.2	YOR238W	NP_014881.2
NC_001147.6	NP_014882.4	YOR239W	ABP140
NC_001147.6	NP_014884.1	YOR241W	MET7
NC_001147.6	NP_014885.3	YOR242C	SSP2
NC_001147.6	NP_014886.1	YOR243C	PUS7
NC_001147.6	NP_014887.3	YOR244W	ESA1
NC_001147.6	NP_014888.1	YOR245C	DGA1
NC_001147.6	NP_014889.3	YOR246C	ENV9
NC_001147.6	NP_014890.1	YOR247W	SRL1
NC_001147.6	NP_014892.3	YOR249C	APC5
NC_001147.6	NP_014893.1	YOR250C	CLP1
NC_001147.6	NP_014894.3	YOR251C	TUM1
NC_001147.6	NP_014895.2	YOR252W	TMA16
NC_001147.6	NP_014896.3	YOR253W	NAT5
NC_001147.6	NP_014897.1	YOR254C	SEC63
NC_001147.6	NP_014898.3	YOR255W	OSW1
NC_001147.6	NP_014899.1	YOR256C	TRE2
NC_001147.6	NP_014900.3	YOR257W	CDC31
NC_001147.6	NP_014901.1	YOR258W	HNT3
NC_001147.6	NP_014902.3	YOR259C	RPT4
NC_001147.6	NP_014903.1	YOR260W	GCD1
NC_001147.6	NP_014904.3	YOR261C	RPN8
NC_001147.6	NP_014905.1	YOR262W	GPN2
NC_001147.6	NP_014907.3	YOR264W	DSE3
NC_001147.6	NP_014908.1	YOR265W	RBL2
NC_001147.6	NP_014909.3	YOR266W	PNT1
NC_001147.6	NP_014910.1	YOR267C	HRK1
NC_001147.6	NP_014911.3	YOR268C	NP_014911.3
NC_001147.6	NP_014912.1	YOR269W	PAC1
NC_001147.6	NP_014913.3	YOR270C	VPH1
NC_001147.6	NP_014914.1	YOR271C	FSF1
NC_001147.6	NP_014915.3	YOR272W	YTM1
NC_001147.6	NP_014916.1	YOR273C	TPO4
NC_001147.6	NP_014917.3	YOR274W	MOD5
NC_001147.6	NP_014918.1	YOR275C	RIM20
NC_001147.6	NP_014919.3	YOR276W	CAF20
NC_001147.6	NP_014921.1	YOR278W	HEM4
NC_001147.6	NP_014922.3	YOR279C	RFM1
NC_001147.6	NP_014923.1	YOR280C	FSH3
NC_001147.6	NP_014924.3	YOR281C	PLP2
NC_001147.6	NP_014926.1	YOR283W	NP_014926.1
NC_001147.6	NP_014927.3	YOR284W	HUA2
NC_001147.6	NP_014928.1	YOR285W	RDL1
NC_001147.6	NP_014929.3	YOR286W	RDL2
NC_001147.6	NP_014930.1	YOR287C	RRP36
NC_001147.6	NP_014931.3	YOR288C	MPD1
NC_001147.6	NP_014932.1	YOR289W	NP_014932.1
NC_001147.6	NP_014933.3	YOR290C	SNF2
NC_001147.6	NP_014934.1	YOR291W	YPK9
NC_001147.6	NP_014935.3	YOR292C	NP_014935.3
NC_001147.6	NP_014936.1	YOR293W	RPS10A
NC_001147.6	NP_878174.3	YOR293C-A	NP_878174.3
NC_001147.6	NP_014937.1	YOR294W	RRS1
NC_001147.6	NP_014938.3	YOR295W	UAF30
NC_001147.6	NP_014939.1	YOR296W	NP_014939.1
NC_001147.6	NP_014940.4	YOR297C	TIM18
NC_001147.6	NP_014941.1	YOR298W	MUM3
NC_001147.6	NP_014942.4	YOR298C-A	MBF1
NC_001147.6	NP_014943.1	YOR299W	BUD7
NC_001147.6	NP_014945.3	YOR301W	RAX1
NC_001147.6	NP_014946.1	YOR302W	NP_014946.1
NC_001147.6	NP_014947.3	YOR303W	CPA1
NC_001147.6	NP_014948.1	YOR304W	ISW2
NC_001147.6	NP_014949.3	YOR304C-A	BIL1
NC_001147.6	NP_014950.1	YOR305W	RRG7
NC_001147.6	NP_014951.4	YOR306C	MCH5
NC_001147.6	NP_014952.1	YOR307C	SLY41
NC_001147.6	NP_014953.3	YOR308C	SNU66
NC_001147.6	NP_014955.1	YOR310C	NOP58
NC_001147.6	NP_014956.3	YOR311C	DGK1
NC_001147.6	NP_014957.2	YOR312C	RPL20B
NC_001147.6	NP_014958.3	YOR313C	SPS4
NC_001147.6	NP_001335818.1	YOR314W	NP_001335818.1
NC_001147.6	NP_014960.1	YOR315W	SFG1
NC_001147.6	NP_014961.3	YOR316C	COT1
NC_001147.6	NP_878175.1	YOR316C-A	NP_878175.1
NC_001147.6	NP_014962.3	YOR317W	FAA1
NC_001147.6	NP_014964.1	YOR319W	HSH49
NC_001147.6	NP_014965.3	YOR320C	GNT1
NC_001147.6	NP_014966.1	YOR321W	PMT3
NC_001147.6	NP_014967.3	YOR322C	LDB19
NC_001147.6	NP_014968.1	YOR323C	PRO2
NC_001147.6	NP_014969.3	YOR324C	FRT1
NC_001147.6	NP_014971.1	YOR326W	MYO2
NC_001147.6	NP_014972.3	YOR327C	SNC2
NC_001147.6	NP_014973.1	YOR328W	PDR10
NC_001147.6	NP_014974.3	YOR329C	SCD5
NC_001147.6	NP_014975.2	YOR330C	MIP1
NC_001147.6	NP_014977.3	YOR332W	VMA4
NC_001147.6	NP_014979.1	YOR334W	MRS2
NC_001147.6	NP_014980.3	YOR335C	ALA1
NC_001147.6	NP_014981.1	YOR336W	KRE5
NC_001147.6	NP_014982.3	YOR337W	TEA1
NC_001147.6	NP_014983.1	YOR338W	NP_014983.1
NC_001147.6	NP_014984.3	YOR339C	UBC11
NC_001147.6	NP_014985.1	YOR340C	RPA43
NC_001147.6	NP_014986.3	YOR341W	RPA190
NC_001147.6	NP_014987.1	YOR342C	NP_014987.1
NC_001147.6	NP_001335819.1	YOR343C	NP_001335819.1
NC_001147.6	NP_620389.3	YOR343W-B	NP_620389.3
NC_001147.6	NP_620390.1	YOR343W-A	NP_620390.1
NC_001147.6	NP_014989.3	YOR344C	TYE7
NC_001147.6	NP_014991.1	YOR346W	REV1
NC_001147.6	NP_014992.3	YOR347C	PYK2
NC_001147.6	NP_014993.1	YOR348C	PUT4
NC_001147.6	NP_014994.3	YOR349W	CIN1
NC_001147.6	NP_014995.1	YOR350C	MNE1
NC_001147.6	NP_014996.3	YOR351C	MEK1
NC_001147.6	NP_014997.1	YOR352W	TFB6
NC_001147.6	NP_014998.3	YOR353C	SOG2
NC_001147.6	NP_014999.1	YOR354C	MSC6
NC_001147.6	NP_015000.3	YOR355W	GDS1
NC_001147.6	NP_015001.1	YOR356W	CIR2
NC_001147.6	NP_015002.3	YOR357C	SNX3
NC_001147.6	NP_015003.1	YOR358W	HAP5
NC_001147.6	NP_015004.3	YOR359W	VTS1
NC_001147.6	NP_015005.1	YOR360C	PDE2
NC_001147.6	NP_015006.3	YOR361C	PRT1
NC_001147.6	NP_015007.1	YOR362C	PRE10
NC_001147.6	NP_015008.3	YOR363C	PIP2
NC_001147.6	NP_015010.1	YOR365C	NP_015010.1
NC_001147.6	NP_015012.3	YOR367W	SCP1
NC_001147.6	NP_015013.1	YOR368W	RAD17
NC_001147.6	NP_015014.3	YOR369C	RPS12
NC_001147.6	NP_015015.1	YOR370C	MRS6
NC_001147.6	NP_015016.3	YOR371C	GPB1
NC_001147.6	NP_015017.1	YOR372C	NDD1
NC_001147.6	NP_015018.3	YOR373W	NUD1
NC_001147.6	NP_015019.1	YOR374W	ALD4
NC_001147.6	NP_015020.3	YOR375C	GDH1
NC_001147.6	NP_001335820.1	YOR376W	NP_001335820.1
NC_001147.6	NP_878176.1	YOR376W-A	NP_878176.1
NC_001147.6	NP_015022.3	YOR377W	ATF1
NC_001147.6	NP_015023.1	YOR378W	AMF1
NC_001147.6	NP_015025.3	YOR380W	RDR1
NC_001147.6	NP_015026.1	YOR381W	FRE3
NC_001147.6	NP_878177.3	YOR381W-A	NP_878177.3
NC_001147.6	NP_015027.1	YOR382W	FIT2
NC_001147.6	NP_015028.3	YOR383C	FIT3
NC_001147.6	NP_015029.1	YOR384W	FRE5
NC_001147.6	NP_015030.3	YOR385W	NP_015030.3
NC_001147.6	NP_015031.1	YOR386W	PHR1
NC_001147.6	NP_015032.3	YOR387C	NP_015032.3
NC_001147.6	NP_015033.1	YOR388C	FDH1
NC_001147.6	NP_015034.3	YOR389W	NP_015034.3
NC_001147.6	NP_015035.1	YOR390W	FEX1
NC_001147.6	NP_015036.3	YOR391C	HSP33
NC_001147.6	NP_015038.1	YOR393W	ERR1
NC_001147.6	NP_015039.3	YOR394W	PAU21
NC_001147.6	NP_878178.1	YOR394C-A	NP_878178.1
NC_001147.6	NP_061495.4	YOR396W	YRF1-8
NC_001148.4	NP_015040.1	YPL283C	YRF1-7
NC_001148.4	NP_015041.1	YPL282C	PAU22
NC_001148.4	NP_015042.1	YPL281C	ERR2
NC_001148.4	NP_015043.1	YPL280W	HSP32
NC_001148.4	NP_015044.1	YPL279C	FEX2
NC_001148.4	NP_015045.1	YPL278C	NP_015045.1
NC_001148.4	NP_015046.1	YPL277C	NP_015046.1
NC_001148.4	NP_015049.1	YPL274W	SAM3
NC_001148.4	NP_015050.1	YPL273W	SAM4
NC_001148.4	NP_015051.1	YPL272C	PBI1
NC_001148.4	NP_015052.1	YPL271W	ATP15
NC_001148.4	NP_015053.2	YPL270W	MDL2
NC_001148.4	NP_015054.1	YPL269W	KAR9
NC_001148.4	NP_015055.1	YPL268W	PLC1
NC_001148.4	NP_015056.1	YPL267W	ACM1
NC_001148.4	NP_015057.1	YPL266W	DIM1
NC_001148.4	NP_015058.1	YPL265W	DIP5
NC_001148.4	NP_015059.1	YPL264C	NP_015059.1
NC_001148.4	NP_015060.1	YPL263C	KEL3
NC_001148.4	NP_015061.1	YPL262W	FUM1
NC_001148.4	NP_001335821.1	YPL261C	NP_001335821.1
NC_001148.4	NP_015063.1	YPL260W	CUB1
NC_001148.4	NP_015064.1	YPL259C	APM1
NC_001148.4	NP_015065.1	YPL258C	THI21
NC_001148.4	NP_058189.1	YPL257W-B	NP_058189.1
NC_001148.4	NP_058190.1	YPL257W-A	NP_058190.1
NC_001148.4	NP_015066.1	YPL257W	NP_015066.1
NC_001148.4	NP_015067.1	YPL256C	CLN2
NC_001148.4	NP_015068.1	YPL255W	BBP1
NC_001148.4	NP_015069.1	YPL254W	HFI1
NC_001148.4	NP_015070.1	YPL253C	VIK1
NC_001148.4	NP_015071.1	YPL252C	YAH1
NC_001148.4	NP_015073.1	YPL250C	ATG41
NC_001148.4	NP_015074.1	YPL249C-A	RPL36B
NC_001148.4	NP_015075.1	YPL249C	GYP5
NC_001148.4	NP_015076.1	YPL248C	GAL4
NC_001148.4	NP_015077.1	YPL247C	NP_015077.1
NC_001148.4	NP_015078.1	YPL246C	RBD2
NC_001148.4	NP_015079.1	YPL245W	NP_015079.1
NC_001148.4	NP_015080.1	YPL244C	HUT1
NC_001148.4	NP_015081.1	YPL243W	SRP68
NC_001148.4	NP_015082.1	YPL242C	IQG1
NC_001148.4	NP_015083.1	YPL241C	CIN2
NC_001148.4	NP_015084.1	YPL240C	HSP82
NC_001148.4	NP_015085.1	YPL239W	YAR1
NC_001148.4	NP_015087.1	YPL237W	SUI3
NC_001148.4	NP_015088.1	YPL236C	ENV7
NC_001148.4	NP_015089.1	YPL235W	RVB2
NC_001148.4	NP_015090.1	YPL234C	VMA11
NC_001148.4	NP_015091.1	YPL233W	NSL1
NC_001148.4	NP_015092.1	YPL232W	SSO1
NC_001148.4	NP_015093.1	YPL231W	FAS2
NC_001148.4	NP_015094.1	YPL230W	USV1
NC_001148.4	NP_015095.1	YPL229W	NP_015095.1
NC_001148.4	NP_015096.1	YPL228W	CET1
NC_001148.4	NP_015097.1	YPL227C	ALG5
NC_001148.4	NP_015098.1	YPL226W	NEW1
NC_001148.4	NP_015099.1	YPL225W	NP_015099.1
NC_001148.4	NP_015100.2	YPL224C	MMT2
NC_001148.4	NP_015101.1	YPL223C	GRE1
NC_001148.4	NP_015102.1	YPL222W	FMP40
NC_001148.4	NP_015103.1	YPL221W	FLC1
NC_001148.4	NP_015104.1	YPL220W	RPL1A
NC_001148.4	NP_015105.1	YPL219W	PCL8
NC_001148.4	NP_015106.1	YPL218W	SAR1
NC_001148.4	NP_015107.1	YPL217C	BMS1
NC_001148.4	NP_015108.1	YPL216W	NP_015108.1
NC_001148.4	NP_015109.1	YPL215W	CBP3
NC_001148.4	NP_015110.1	YPL214C	THI6
NC_001148.4	NP_015111.1	YPL213W	LEA1
NC_001148.4	NP_015112.1	YPL212C	PUS1
NC_001148.4	NP_015113.1	YPL211W	NIP7
NC_001148.4	NP_015114.2	YPL210C	SRP72
NC_001148.4	NP_015115.1	YPL209C	IPL1
NC_001148.4	NP_015116.1	YPL208W	RKM1
NC_001148.4	NP_015117.1	YPL207W	TYW1
